beer,brewery,style,status
Four Winds Pilsner,Four Winds Brewing Co.,Pilsener - Bohemian / Czech,regular
St-Ambroise Rousse Red Ale,Brasserie McAuslan (Brasseurs RJ),Red Ale / International Amber Ale,regular
Taps Sinister Sam Insane IPA,Taps Brewhouse,IPA,regular
Silversmith Dam Buster,Silversmith Brewing Company,Bitter - Premium / Strong / Extra Special (ESB),regular
Nine Locks IPA,Nine Locks Brewing Company,IPA,regular
Archibald Valkyrie,Archibald - Microbrasserie (Labatt - AB InBev),Bock - Dunkler Bock,autumn seasonal
Le Castor Saison Macérée - Marc de Vin Orange Seyval Blanc,Microbrasserie Le Castor Brewing Co.,Saison / Farmhouse - Flavored,regular
Outcast Last Minute Stout ,Outcast Brewing,Stout,regular
Double Trouble Hops & Robbers Grapefruit IPA,Double Trouble Brewing Co. (United Craft),IPA - Flavored,regular
Willibald Southern Pine,Willibald Farm Distillery & Brewery,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Flora Hall American Oat Pale Ale,Flora Hall Brewing,Pale Ale - American (APA),regular
Russell Hop Therapy Double IPA,Russell Brewing Co.,IIPA DIPA - Imperial / Double IPA,regular
Quidi Vidi Day Boil,Quidi Vidi Brewing Company,ISA - Session IPA,regular
Le Refuge des Brasseurs L'Arbuste Camerise,Le Refuge des Brasseurs,Flavored - Fruit,summer seasonal
La Chouape IPA 90 IBU,Brasserie La Chouape Brewing Co.,IPA,special seasonal
Le Naufrageur Saint-Jean-Baptiste,Microbrasserie Le Naufrageur,Flavored - Other,regular
Bob Magnale Kiwiliner Weisse,Bob Magnale - Artisans Brasseurs,Berliner Weisse - Flavored / Catharina Sour,regular
Dieu du Ciel! Blanche Sterling,Brasserie Dieu du Ciel!,IPA - White,regular
À La Fût Crique,À La Fût - Microbrasserie (Canada),Flavored - Fruit,special seasonal
Le Cheval Blanc Mini IPA,Le Cheval Blanc - Brasseur Artisan & Bar,ISA - Session IPA,regular
Du Lièvre Perdrix Blanche,Microbrasserie Du Lièvre,Witbier / Belgian White Ale,regular
Les Grands Bois Coup de Foudre Výčepní,Les Grands Bois - Microbrasserie,Pilsener - Bohemian / Czech,regular
Boréale / Messorem Tourbillon Polaire,Boréale - Brasseurs du Nord,IIPA DIPA - Imperial / Double IPA,regular
Bellwoods / Oxbow Saison Pizazz,Bellwoods Brewery,Saison / Farmhouse / Grisette,regular
Banff Ave Head Smashed IPA,Banff Ave Brewing Company (Bear Hill Brewing),IPA,regular
Vox Populi Adambier - Bourbon,Microbrasserie Vox Populi (Groupe Glutenberg),Traditional Ale - Other,regular
Siboire bIPAp,Microbrasserie Siboire,IIPA DIPA - Imperial / Double IPA,special seasonal
Vox Populi Vox Pop IPA - Amarillo,Microbrasserie Vox Populi (Groupe Glutenberg),IPA,series seasonal
Flying Monkeys Velvet Bubble Lord,Flying Monkeys Craft Brewery,Sour / Wild Beer - Flavored,regular
Collective Arts Cherry Pie Imperial Sour,Collective Arts Brewing,Sour / Wild Beer - Flavored,regular
Beau's Tom Green Summer Stout,Beau's Brewing Co. / Halcyon Barrel House,Pale Lager - International / Premium,regular
Four Winds Pale Ale,Four Winds Brewing Co.,Pale Ale - American (APA),regular
Mill Street Betelgeuse,Mill Street Brewery (AB InBev),Belgian Ale - Strong Pale,special seasonal
Bomber ESB,Bomber Brewing,Bitter - Premium / Strong / Extra Special (ESB),regular
Maltstrom NEIPL 1,Brasserie Artisanale Maltstrom,Pale Lager - Hoppy / India (IPL),regular
Trailway Hu Jon Hops DDH,Trailway Brewing Company,IPA - Hazy (NEIPA),regular
Beau's White Pepper Saison,Beau's Brewing Co. / Halcyon Barrel House,Saison / Farmhouse - Flavored,regular
Cameron's Cruising Through The Galaxy,Cameron's Brewing,IPA - Hazy (NEIPA),regular
Hopfenstark Ça Va Brasser! 4e Saison,Hopfenstark [Ho.st],Saison / Farmhouse / Grisette,special seasonal
Tête d'Allumette Impériale Gasket de Tête,Tête d'Allumette - Microbrasserie,Stout - Imperial,regular
Four Fathers The Starter Session IPA,Four Fathers Brewing Co. (Canada),ISA - Session IPA,regular
Trailway Rype,Trailway Brewing Company,Pale Ale - Rye,regular
Ras L'Bock Señor Cacao,Ras L'Bock - Artisans Brasseurs,Stout - Milk / Sweet,regular
Korrigane Cornik,Korrigane - Brasserie Artisanale,Stout,regular
Belgh Brasse Mons Abbey Rousse,Belgh Brasse (Groupe Geloso),Belgian Ale - Pale / Golden / Single,regular
John Labatt Classic,Labatt Brewing Company (Labatt - AB InBev),Pale Lager - American,regular
Broadway Mustang Black IPA,Broadway - Microbrasserie [BW],IPA - Black / Brown / Cascadian Dark,regular
Alexander Keith's Nova Scotia Style Lager,Alexander Keith's Brewery / Oland Brewery (Labatt - AB InBev),Pale Lager - American,regular
Mill Street Portage Ale,Mill Street Brewery (AB InBev),Cream Ale,regular
Dieu du Ciel! L'Exorciste - Raisin de Glace,Brasserie Dieu du Ciel!,Sour / Wild Beer - Flavored,special seasonal
Lake of Bays Oxtongue,Lake of Bays Brewing Co.,IPA,regular
Boswell APA,Boswell - Brasserie Artisanale (Coop MaBrasserie),Pale Ale - American (APA),regular
Alley Kat Sherbrooke KGB Russian Imperial Stout,Alley Kat Brewing Company,Stout - Imperial,special seasonal
Beere Mental Floss,Beere Brewing Co.,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Thornbury Village Ladder Run,Thornbury Village Craft Cider & Beer,Pale Lager - International / Premium,regular
West Shefford Pretty Bastard,Brasseurs de West Shefford Brewing Co.,Stout - Milk / Sweet,regular
La Succursale Double IPA,La Succursale - Brasserie Artisanale,IIPA DIPA - Imperial / Double IPA,special seasonal
Godspeed Natsu,Godspeed Brewery,Wheat Ale,regular
Cameron's Jurassic IPA,Cameron's Brewing,Pale Lager - Hoppy / India (IPL),regular
Persephone Keller Pilsner,Persephone Brewing Company,Zwickelbier / Kellerbier / Landbier,summer seasonal
Flora Hall Double Dry Hopped DIPA,Flora Hall Brewing,IIPA DIPA - Imperial / Double IPA,regular
Beau's Happy Pilsner,Beau's Brewing Co. / Halcyon Barrel House,Pilsener - Bohemian / Czech,special seasonal
Jasper Rock Hopper IPA,Jasper Brewing Company (Bear Hill Brewing),IPA,regular
Whitewater Class V IPA ,Whitewater Brewing Co. (Canada),IPA,regular
Brasseurs du Monde 5e anniversaire - Tripel Hops,Brasseurs du Monde,Tripel,special seasonal
Boombox Rad Seeker IPA,Boombox Brewing Company,IPA,special seasonal
Willibald Dragon City Extra Sauce,Willibald Farm Distillery & Brewery,IIPA DIPA - Imperial / Double IPA,regular
Brasseurs du Monde L'Assoiffé 6,Brasseurs du Monde,Belgian Ale - Pale / Golden / Single,regular
Four Winds / The Commons Common Winds,Four Winds Brewing Co.,Sour / Wild Beer,regular
Pit Caribou Double Wit,Microbrasserie Pit Caribou,IPA - White,regular
Pit Caribou La Flore du Québec 2.0,Microbrasserie Pit Caribou,Saison / Farmhouse / Grisette,special seasonal
Bellwoods Satan's Broadsword,Bellwoods Brewery,Stout - Imperial Flavored / Pastry,autumn seasonal
Stone City Twelve Star Session Ale,Stone City Brew Co.,ISA - Session IPA,regular
Waterloo  Amber,Waterloo Brewing (Canada),Märzen / Oktoberfest Bier,special seasonal
Le Trou du Diable Porteur,Le Trou du Diable (Six Pints - Molson Coors),Porter,regular
The Dandy Dandy In the Underworld,The Dandy Brewing Company,Stout - Milk / Sweet,regular
Fernie What the Huck,Fernie Brewing Co.,Flavored - Fruit,summer seasonal
Wellington 2015: A Spice Odyssey,Wellington Brewery (Canada),Stout,regular
Aux Fous Brassant Antiquaboère,Aux Fous Brassant - Microbrasserie,IIPA DIPA - Imperial / Double IPA,regular
Mill Street Rodeo Monk,Mill Street Brewery (AB InBev),Wheat Ale,regular
Twin Sails High Socks,Twin Sails Brewing,IPA,regular
Brouhaha Fleur du Diable,Broue Pub Brouhaha (Coop MaBrasserie),Belgian Ale - Pale / Golden / Single,regular
Dunham / Dugges Färsk,Brasserie Dunham,IPA,regular
Oshlag Kellerbier,Oshlag - Brasserie & Distillerie (Groupe Glutengerg),Zwickelbier / Kellerbier / Landbier,regular
Badlands Tree Crawler,Badlands Brewing Company (Canada),IIPA DIPA - Imperial / Double IPA,regular
Strathcona Big Sexy Funk,Strathcona Beer Company,IPA - Hazy (NEIPA),regular
Ras L'Bock Gros Torrieu,Ras L'Bock - Artisans Brasseurs,Barley Wine / Wheat Wine / Rye Wine,regular
Coaticook India Pale Ale,Microbrasserie Coaticook,IPA,regular
Royal City Smoked Honey Ale,Royal City Brewing Co.,Smoked - Rauchbier,regular
L'Annexe Rasputin,Brasserie McAuslan (Brasseurs RJ),Stout - Imperial,regular
Beau's Lamb’s Wool,Beau's Brewing Co. / Halcyon Barrel House,Gruit,regular
Messorem Ce Dernier Clou,Messorem Bracitorium,IPA - Hazy (NEIPA),regular
Dieu du Ciel! Hérétique - Mûres,Brasserie Dieu du Ciel!,Sour / Wild Beer - Flavored,special seasonal
Charlevoix 2 Double IPA,Microbrasserie Charlevoix,IIPA DIPA - Imperial / Double IPA,regular
Multi-Brasses Parfaite,Multi-Brasses,Flavored - Fruit,regular
Flying Monkeys Green Man,Flying Monkeys Craft Brewery,Pale Lager - Strong,regular
Belle Gueule Lager d'Hiver,Brasseurs RJ,Pale Lager - American,winter seasonal
Central City / Quidi Vidi Hop To The East,Central City Brewers + Distillers,Wheat Ale - India / Hopfenweisse,special seasonal
Dageraad Randonneur Saison,Dageraad Brewing,Saison / Farmhouse / Grisette,autumn seasonal
Godspeed Hanabi,Godspeed Brewery,Saison / Farmhouse / Grisette,regular
Tree Vertical Winter Ale,Tree Brewing Co. (Fireweed Brewing Corp),Strong Ale - English,winter seasonal
Beau's Osmium,Beau's Brewing Co. / Halcyon Barrel House,Scotch Ale / Wee Heavy,regular
Sleeping Giant 360° Ale,Sleeping Giant Brewing Co. (Canada),Red Ale / International Amber Ale,regular
Trial & Ale Writer’s Blanc,Trial & Ale Brewing,Sour / Wild Beer,regular
Double Trouble French Press Vanilla Stout,Double Trouble Brewing Co. (United Craft),Stout - Milk / Sweet,special seasonal
Brasseurs Illimités L'Autre Oeil,Simple Malt - Brasseurs Illimités,Weissbier - Hefeweizen,regular
Whistler Chestnut Ale,Whistler Brewing Co. (NorthAm Beverages),Flavored - Other,autumn seasonal
Bièropholie La Magistrale,Simple Malt - Brasseurs Illimités,Stout - Flavored / Pastry,special seasonal
Big Spruce Bitter Get'er India,Big Spruce Brewing,IPA - Black / Brown / Cascadian Dark,regular
Sawdust City Maple Butter Tart Ale,Sawdust City Brewing Co.,Flavored - Other,regular
Bellwoods / Dry & Bitter Ferie,Bellwoods Brewery,IIPA DIPA - Imperial / Double IPA,regular
Sutton Brouërie Brune Alpine,Sutton Brouërie,Brown Ale,regular
Dunham Cyclope - Yakima,Brasserie Dunham,IPA,series seasonal
La Chouape Blanche Biologique,Brasserie La Chouape Brewing Co.,Witbier / Belgian White Ale,regular
Blind Enthusiasm Union Bhoys Lager,Blind Enthusiasm,Pale Lager - International / Premium,regular
Le BockAle Scotch Ale aux Figues,Microbrasserie Le BockAle,Scotch Ale / Wee Heavy,series seasonal
MacLean's Armchair Scotch Ale,MacLean's Ales,Scotch Ale / Wee Heavy,regular
Cameron's Dry Hopped Triple,Cameron's Brewing,Tripel,regular
Benelux Duplex ,Benelux - Brasserie Artisanale / Brasserie du Canal,Helles / Dortmunder Export,regular
Saint Arnould Rivière Rouge,Microbrasserie Saint Arnould (Coop Brassicole des Laurentides),Red Ale / International Amber Ale,regular
Bas-Canada / À La Dérive Île Kettle,Brasserie du Bas-Canada,Porter - Imperial,regular
Barkerville Wandering Camel IPA,Barkerville Brewing Co.,IPA,regular
Lagabière Fumée sans Feu,Lagabière - Brasserie Artisanale,Smoked - Other,regular
Bowes Double Dry,Groupe Geloso,Pale Lager - American,regular
Parallel 49 Tasty Mon Stout,Parallel 49 Brewing Company,Stout - Dry / Irish,special seasonal
Le Trou du Diable Traction Ale,Le Trou du Diable (Six Pints - Molson Coors),Belgian Ale - Pale / Golden / Single,regular
R&B East Side Bitter,R&B Brewing Co.,Pale Ale - English,regular
Du Lac Saint-Jean Gros Mollet 10,Microbrasserie Du Lac Saint-Jean,Belgian Ale - Strong Dark,special seasonal
Bad Tattoo Los Muertos Cerveza Negra,Bad Tattoo Brewing Company,Amber Lager - International / Vienna,regular
Le Trou du Diable Ninja Pale Ale,Le Trou du Diable (Six Pints - Molson Coors),Pale Ale - American (APA),special seasonal
Village Maiden,Village Brewery (Canada),ISA - Session IPA,summer seasonal
Brassneck Killjoy Export Stout,Brassneck Brewery,Stout - Extra / Foreign / Tropical,special seasonal
Partake IPA,Partake Brewing (Premium Near Beer),Low / No Alcohol Beer - Pale,regular
Wild Rose Barracks Brown Ale,Wild Rose Brewery (Sleeman - Sapporo),Brown Ale,regular
Railway City Juice Caboose,Railway City Brewing Co.,IPA - Hazy (NEIPA),regular
Dieu du Ciel! Lazer lager,Brasserie Dieu du Ciel!,Pale Lager - Hoppy / India (IPL),regular
Collective Arts Stash,Collective Arts Brewing,Blonde Ale / Golden Ale,regular
Brasseurs Illimités Espace Houblon Triple Galaxy,Simple Malt - Brasseurs Illimités,Tripel,special seasonal
Moon Under Water Hip as Funk Farmhouse IPA,Moon Under Water Brewery,IPA,regular
Gallicus Fleur Mécanique,Brasserie Artisanale Gallicus,Saison / Farmhouse / Grisette,regular
Pit Caribou Calvadeuse Gingembre,Microbrasserie Pit Caribou,Sour / Wild Beer,regular
Fernie Black Mammoth Winter Ale,Fernie Brewing Co.,Strong Ale - American,winter seasonal
MonsRegius Crepuscula,MonsRegius - Bières Artisanales,Dubbel,regular
Le Bilboquet La Bienfaisante,Le Bilboquet - Microbrasserie / Brasserie Olten,Pale Ale - American (APA),regular
Neustadt Springs Texas Tea Stout,Neustadt Springs Brewery,Stout - Milk / Sweet,winter seasonal
Boréale / BreWskey Toile Nordique ,Boréale - Brasseurs du Nord,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Halo System Overload,Halo Brewery,IIPA DIPA - Imperial / Double IPA,special seasonal
Pit Caribou La Belle Anse,Microbrasserie Pit Caribou,Sour / Wild Beer,special seasonal
Vox Populi Tasmanian Express,Microbrasserie Vox Populi (Groupe Glutenberg),IPA,regular
MacLean's Cherry Porter,MacLean's Ales,Porter,regular
Gainsbourg Road Trip Session IPA,Gainsbourg - Bistro Brasserie,ISA - Session IPA,regular
Broadway Tchucké Noire,Broadway - Microbrasserie [BW],IPA - Black / Brown / Cascadian Dark,regular
Le Trou du Diable Saint-André-Claymore,Le Trou du Diable (Six Pints - Molson Coors),Scotch Ale / Wee Heavy,winter seasonal
Niagara Premium Lager,Niagara Brewing Company,Pale Lager - International / Premium,regular
Niagara College Beer 101 Bitter,Niagara College Teaching Brewery,Bitter - Ordinary / Best,regular
Moulin 7 / Auval / Sutton Brouërie | Grisette du Grand Trou,Moulin 7 - Microbrasserie,Saison / Farmhouse / Grisette,regular
La Pécheresse La Windigo,La Pécheresse - Microbrasserie,Red Ale - Irish,regular
Brewsters Mad Hops,Brewsters Brewing Company & Restaurant,IIPA DIPA - Imperial / Double IPA,summer seasonal
2 Crows I Love You,2 Crows Brewing,Saison / Farmhouse / Grisette,regular
Phillips 6IX,Phillips Brewing & Malting Co.,IPA,regular
Torque Red Line IPA,Torque Brewing,IPA - Red,regular
Dunham Funk Pepang,Brasserie Dunham,Sour / Wild Beer - Flavored,regular
Bell City Eureka Cream Ale,Bell City Brewing Co.,Cream Ale,regular
Henderson Export Stout,Henderson Brewing Company (Canada),Stout - Extra / Foreign / Tropical,regular
Le Cheval Blanc Ponette Cerise (Fût de Chêne),Le Cheval Blanc - Brasseur Artisan & Bar,Sour / Wild Beer - Flavored,regular
2 Crows / Niche Cool Kid,2 Crows Brewing,Sour / Wild Beer - Flavored,regular
Northwinds Nosey Parker,Northwinds Brewery Limited,Porter,regular
The Wild Shack / Half Hours on Earth | Missing Link,The Wild Shack Brewery,Sour / Wild Beer - Flavored,regular
R&B Red Devil Pale Ale,R&B Brewing Co.,Pale Ale - English,regular
Paddock Wood Czech Mate,Paddock Wood Brewing Co.,Pilsener - Bohemian / Czech,special seasonal
Parallel 49 / Central City Schwarzwald,Parallel 49 Brewing Company,Porter - Imperial,special seasonal
Main Street Pilsner,Main Street Brewing (Canada),Pilsener / Pils / Pilsner,regular
Strange Fellows Strange Resemblance,Strange Fellows Brewing,Sour / Wild Beer,special seasonal
Sawdust City Sawdust City Winewood: 1606 Stout,Sawdust City Brewing Co.,Stout,regular
Dieu du Ciel! Route 1,Brasserie Dieu du Ciel!,Pale Ale - American (APA),regular
Bellwoods Monogamy (Columbus),Bellwoods Brewery,Pale Ale - American (APA),regular
Field House Salted Black Porter,Field House Brewing Co.,Porter - Flavored,regular
Neustadt Springs 456 Marzen,Neustadt Springs Brewery,Märzen / Oktoberfest Bier,special seasonal
Auval Chut!,Brasserie Auval Brewing Co.,Saison / Farmhouse / Grisette,regular
Tooth And Nail Sustenance,Tooth And Nail Brewing Company,Belgian Ale - Pale / Golden / Single,regular
Les Trois Mousquetaires Surette à La Camerise,Les Trois Mousquetaires [LTM],Sour / Wild Beer - Flavored,regular
Phillips Crookeder Tooth Barrel Aged Pumpkin Ale,Phillips Brewing & Malting Co.,Flavored - Pumpkin / Vegetables,autumn seasonal
Calabogie Bleep Bloop,Calabogie Brewing,IPA - Hazy (NEIPA),regular
Field House Imperial Stout with Rum & Tahitian Vanilla,Field House Brewing Co.,Stout - Imperial Flavored / Pastry,regular
Auval Pomace Orange,Brasserie Auval Brewing Co.,Saison / Farmhouse - Flavored,regular
Tite Frette Bernadette,Tite Frette - Bières & Compagnie,Stout - Imperial Flavored / Pastry,regular
Whistler Premium Export Lager,Whistler Brewing Co. (NorthAm Beverages),Pale Lager - International / Premium,regular
Great Lakes Brewery No Chance With Miranda,Great Lakes Brewery (Canada),Saison / Farmhouse / Grisette,series seasonal
Le Cheval Blanc India Orange,Le Cheval Blanc - Brasseur Artisan & Bar,IPA,regular
Cowbell Hazy Days,Cowbell Brewing Co.,IPA - Hazy (NEIPA),regular
Dunham Lingua Ignota NEIPA,Brasserie Dunham,IPA - Hazy (NEIPA),regular
Jukebox Black Metal,Bières Jukebox (Avant-Garde),Stout - Imperial,regular
IX Poets The Hazy Mariner,IX Poets Brewing,Pale Ale - Hazy / New England,regular
Four Winds / Bellwoods Fog Zombie,Four Winds Brewing Co.,IIPA DIPA - Imperial / Double IPA,special seasonal
Whitewater Peanut Butter Shake,Whitewater Brewing Co. (Canada),Stout - Milk / Sweet,regular
Dieu du Ciel! Symbiose  3,Brasserie Dieu du Ciel!,Sour / Wild Beer,special seasonal
Beyond the Pale Breaking Bitter,Beyond the Pale Brewing Company,Bitter - Premium / Strong / Extra Special (ESB),regular
Big Rig Tales From the Patch,Big Rig Brewery,Porter - Flavored,autumn seasonal
Bas-Canada Cacao & Vanille,Brasserie du Bas-Canada,Stout - Milk / Sweet,regular
Deep Cove Sun Kissed Saison,Deep Cove Brewers and Distillers,Saison / Farmhouse / Grisette,regular
Four Winds Greg,Four Winds Brewing Co.,IPA,regular
Le Naufrageur Strawberry Fields,Microbrasserie Le Naufrageur,Berliner Weisse - Flavored / Catharina Sour,regular
Godspeed Umi,Godspeed Brewery,Gose - Flavored,regular
Refined Fool Van Full Of Weirdos,Refined Fool Brewing Co.,IPA,regular
Moon Under Water The Victorious Weizenbock,Moon Under Water Brewery,Weissbier - Weizenbock,winter seasonal
Bench Simcoe Grove,Bench Brewing Company,Sour / Wild Beer,series seasonal
Moon Under Water This Is Hefeweizen,Moon Under Water Brewery,Weissbier - Hefeweizen,regular
Dunham Pale Ale Américaine - Simcoe,Brasserie Dunham,Pale Ale - American (APA),special seasonal
Skeleton Park Amber 6.6,Skeleton Park Brewery,Red Ale / International Amber Ale,regular
Des Beaux Prés Mestachibo 2.0,Microbrasserie des Beaux Prés,IPA,regular
Collective Arts IPA No. 18: Coconut & Key Lime IPA,Collective Arts Brewing,IPA - Flavored,regular
Tofino Tuff Session Ale,Tofino Brewing Company,Pale Ale - American (APA),regular
Great Lakes Brewery Behind The Wavy Wall,Great Lakes Brewery (Canada),Stout - Imperial,special seasonal
Le Saint-Bock Première Dame,Le Saint-Bock Brasserie Artisanale,Stout - Imperial,regular
2 Crows Fantacity,2 Crows Brewing,Witbier / Belgian White Ale,regular
Stanley Park Noble Pilsner,Stanley Park Brewing (AB InBev),Pale Lager - International / Premium,regular
Bob Magnale Sir Bourbarov I,Bob Magnale - Artisans Brasseurs,Stout - Imperial,regular
Double Trouble Revenge of the Ginger,Double Trouble Brewing Co. (United Craft),Flavored - Other,regular
Fernie Java the Hut,Fernie Brewing Co.,Stout - Milk / Sweet,winter seasonal
Half Pints Saison De La Ceinture Fléchée,Half Pints Brewing Co.,Saison / Farmhouse / Grisette,special seasonal
Bellwoods Dark Sour on Cherries ,Bellwoods Brewery,Sour / Wild Beer - Dark,regular
Collective Arts Strawberry Pina Colada Sour,Collective Arts Brewing,Sour / Wild Beer - Flavored,regular
Bell City  Brewed Awakening,Bell City Brewing Co.,Flavored - Other,regular
Bridge Uganda Sipi Coffee Brown Ale,Bridge Brewing Company,Brown Ale,regular
MaBrasserie Hoogan et Beaufort Farmhouse,MaBrasserie - Coopérative Brassicole,Saison / Farmhouse / Grisette,regular
Big Rock Barrel-Aged Edition: Bourbon Porter,Big Rock Brewery,Porter - Imperial,series seasonal
Redline Air Ride,Redline Brewhouse,IPA,summer seasonal
Amsterdam Wee Heavy Scotch Ale,Amsterdam Brewery,Scotch Ale / Wee Heavy,regular
Bas-Canada Aquavitae ,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double IPA,regular
Longwood Full Patch Pumpkin,Longwood Brewery,Flavored - Pumpkin / Vegetables,autumn seasonal
MaBrasserie Tribale Session IPA,MaBrasserie - Coopérative Brassicole,ISA - Session IPA,regular
Railway City Sham Bock,Railway City Brewing Co.,Bock - Dunkler Bock,spring seasonal
Cassel Golden Rail,Microbrasserie Cassel,Brown Ale,regular
Fernie Ghostrider,Fernie Brewing Co.,Brown Ale,autumn seasonal
Trafalgar Hop Nouveau,Trafalgar Ales and Meads (All or Nothing Brewhouse),Pale Ale - English,regular
Sleeping Giant Northern Logger,Sleeping Giant Brewing Co. (Canada),Kölsch / Kölsch-Style,regular
Twin Sails Vaporwave,Twin Sails Brewing,IPA - Sour / Wild,regular
5 Paddles Midnight Paddler,5 Paddles Brewing Company,Stout - Imperial,regular
Bas-Canada / 5e Baron New Money,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Lighthouse Black Sam Licorice Stout,Lighthouse Brewing Co. (Canada),Stout,special seasonal
Messorem Ce Cooler Guy,Messorem Bracitorium,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Lagabière Funkymothé,Lagabière - Brasserie Artisanale,Saison / Farmhouse - Flavored,regular
Les Trois Mousquetaires Saison Brett - Pêche,Les Trois Mousquetaires [LTM],Saison / Farmhouse - Flavored,regular
Vox Populi Double Hazel (Bourbon),Microbrasserie Vox Populi (Groupe Glutenberg),Brown Ale - Imperial,regular
Dunham India Cream Ale,Brasserie Dunham,Cream Ale,special seasonal
Left Field Squeeze Play (Black Currant),Left Field Brewery,Sour / Wild Beer - Flavored,regular
Brasseur de Montréal La Stout Cacao,Brasseur de Montréal (Six Pints - Molson Coors),Stout - Milk / Sweet,regular
Oshlag Ton Ancêtre Khorasan,Oshlag - Brasserie & Distillerie (Groupe Glutengerg),Sour / Wild Beer,regular
Driftwood Ale,Driftwood Brewery,Pale Ale - American (APA),regular
Dieu du Ciel! Fumée de Chanvre,Brasserie Dieu du Ciel!,Smoked - Other,regular
Benelux Mont Scharr,Benelux - Brasserie Artisanale / Brasserie du Canal,Schwarzbier / Black Lager,regular
Nouvelle-France DIPA de la Nouvelle-France: Citra Sabro,Microbrasserie Nouvelle-France,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Du Lièvre Carotte du Lièvre,Microbrasserie Du Lièvre,Flavored - Other,regular
Alexander Keith's Dark Ale,Alexander Keith's Brewery / Oland Brewery (Labatt - AB InBev),Brown Ale,regular
Dieu du Ciel! Symbiose  2,Brasserie Dieu du Ciel!,Sour / Wild Beer - Flavored,special seasonal
St-Pancrace Pointe Noire,Microbrasserie St-Pancrace,Stout,regular
Ras L'Bock Barbe Bière,Ras L'Bock - Artisans Brasseurs,Red Ale / International Amber Ale,regular
Collective Arts Dark Fruit Citrus Gose,Collective Arts Brewing,Gose - Flavored,regular
Mille-Îles Sabro Juicy IPA,Brasserie Mille-Îles,IPA - Hazy (NEIPA),regular
La Barberie Stout au Café Équitable,Microbrasserie La Barberie,Stout,regular
Yukon Bonanza Brown,Yukon Brewing,Brown Ale,special seasonal
Category 12 Critical Point Pale Ale,Category 12 Brewing,Pale Ale - American (APA),regular
Wild Rose Wraspberry Ale,Wild Rose Brewery (Sleeman - Sapporo),Flavored - Fruit,regular
Yukon Longest Night Black IPA ,Yukon Brewing,IPA - Black / Brown / Cascadian Dark,regular
Badlands Barry and Mary,Badlands Brewing Company (Canada),IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Trailway Ellipse,Trailway Brewing Company,IPA,regular
Bas-Canada All Together,Brasserie du Bas-Canada,IPA,regular
Collective Arts IPA No. 21: Guava Mango Milkshake IPA,Collective Arts Brewing,IPA - Milkshake / Smoothie,regular
Sawdust City Le Chandail de Skokie,Sawdust City Brewing Co.,Bière de Garde / de Mars / Brut,special seasonal
Town Mad Nice,Town Brewery,IPA,regular
HopEra Wild Boston,HopEra - Microbrasserie & Pizzeria,Old Ale,regular
Dieu du Ciel! Otsukaresama Bi-Ru,Brasserie Dieu du Ciel!,Sour / Wild Beer - Flavored,regular
Broadway Sein d'Esprit Rousse - Dunkelweizen,Broadway - Microbrasserie [BW],Weissbier - Dunkelweizen,regular
Beauregard Impériale Caramel Salé,Beauregard - Brasserie Distillerie,Stout - Imperial Flavored / Pastry,regular
Bellwoods Jelly King (Cranberry Tangerine),Bellwoods Brewery,Sour / Wild Beer - Flavored,regular
Lagabière La Troisième Cercle,Lagabière - Brasserie Artisanale,Stout - Imperial Flavored / Pastry,regular
Des Beaux Prés Culbute,Microbrasserie des Beaux Prés,Tripel,regular
Dieu du Ciel! Symbiose 17,Brasserie Dieu du Ciel!,Sour / Wild Beer - Flavored,special seasonal
Le Trèfle Noir Ale-Ô-Ween,Le Trèfle Noir - Brasserie Artisanale,Flavored - Pumpkin / Vegetables,autumn seasonal
Bas-Canada Prismes ,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double IPA,regular
Les Trois Mousquetaires Le Meilleur Des Deux Mondes,Les Trois Mousquetaires [LTM],Strong Ale - American,special seasonal
Flying Monkeys Psycho Thrill Seekers,Flying Monkeys Craft Brewery,IIPA DIPA - Imperial / Double IPA,regular
Bas-Canada Templeton ,Brasserie du Bas-Canada,Stout - Imperial Flavored / Pastry,regular
Saint Arnould Marée Noire,Microbrasserie Saint Arnould (Coop Brassicole des Laurentides),IPA - Black / Brown / Cascadian Dark,regular
Le Cheval Blanc Morning Wood,Le Cheval Blanc - Brasseur Artisan & Bar,Brown Ale,special seasonal
Alley Kat Abbey Kat Belgian Style Quad,Alley Kat Brewing Company,Quadrupel / Abt,special seasonal
Black Bridge Saison Deux Fois La Taille,Black Bridge Brewery (Canada),Saison / Farmhouse / Grisette,special seasonal
Corsaire Bristol,Corsaire - Microbrasserie Pirate,Bitter - Premium / Strong / Extra Special (ESB),regular
Lagabière Ta Pilsner,Lagabière - Brasserie Artisanale,Pilsener / Pils / Pilsner,regular
