beer,brewery,style,status
Brasseur de Montréal Le Stout Ghosttown,Brasseur de Montréal (Six Pints - Molson Coors),Flavored - Other,regular
Charlevoix Brut,Microbrasserie Charlevoix,Belgian Ale - Strong Pale,regular
Dieu du Ciel! Wallonade,Brasserie Dieu du Ciel!,Belgian Ale - Pale / Golden / Single,regular
Dieu du Ciel! Péché Mortel - Brandy & Cognac,Brasserie Dieu du Ciel!,Stout - Imperial Flavored / Pastry,special seasonal
Dieu du Ciel! Brise-Vent,Brasserie Dieu du Ciel!,Saison / Farmhouse - Flavored,regular
L'Amère à Boire Černá,Brasserie Artisanale L'Amère à Boire,Pilsener - Bohemian / Czech,regular
Glutenberg Myrcène De Glace (Brassin Spécial),Microbrasserie Glutenberg (Groupe Glutenberg),Flavored - Fruit,winter seasonal
RJ Death Valley,Brasseurs RJ,IIPA DIPA - Imperial / Double IPA,regular
Bas-Canada HYPA  9 IX,Brasserie du Bas-Canada,IPA - Hazy (NEIPA),regular
Jukebox Classique,Bières Jukebox (Avant-Garde),Pale Ale - American (APA),regular
Le Bilboquet 25 ans Barley Wine Américain,Le Bilboquet - Microbrasserie / Brasserie Olten,Barley Wine / Wheat Wine / Rye Wine,special seasonal
Pit Caribou La Session IPA de Lesseps,Microbrasserie Pit Caribou,ISA - Session IPA,series seasonal
Belgh Brasse Mons Abbey Dubbel,Belgh Brasse (Groupe Geloso),Dubbel,regular
Boréale Rousse,Boréale - Brasseurs du Nord,Red Ale / International Amber Ale,regular
Les Trois Mousquetaires Barleywine Américain (Fût Chêne & Brett) ,Les Trois Mousquetaires [LTM],Barley Wine / Wheat Wine / Rye Wine,regular
Le Trèfle Noir Trèfle Noir,Le Trèfle Noir - Brasserie Artisanale,Stout - Oatmeal,regular
Dieu du Ciel! Élixir Céleste,Brasserie Dieu du Ciel!,Pilsener - Bohemian / Czech,regular
Charlevoix Vache Folle Amarillo Double IPA,Microbrasserie Charlevoix,IIPA DIPA - Imperial / Double IPA,special seasonal
Simple Malt Altbier,Simple Malt - Brasseurs Illimités,Altbier / Sticke Alt,regular
RJ Apocalypse,Brasseurs RJ,Stout - Imperial,special seasonal
Benelux / Zulogaarden Catapulte,Benelux - Brasserie Artisanale / Brasserie du Canal,IPA,special seasonal
Broadway Vent d'Anges,Broadway - Microbrasserie [BW],Belgian Ale - Strong Pale,special seasonal
Bas-Canada Bank Hotel,Brasserie du Bas-Canada,IPA,regular
Unibroue Éphémère Cerise / Cherry,Unibroue (Sleeman - Sapporo),Flavored - Fruit,regular
Brouhaha Saison Voatsiperifery,Broue Pub Brouhaha (Coop MaBrasserie),Saison / Farmhouse - Flavored,regular
St-Ambroise Cream Ale,Brasserie McAuslan (Brasseurs RJ),Cream Ale,regular
Hopfenstark Greg,Hopfenstark [Ho.st],Stout - Extra / Foreign / Tropical,special seasonal
Vox Populi Vox Stout Milkshake,Microbrasserie Vox Populi (Groupe Glutenberg),Stout - Milk / Sweet,regular
Shelton NEIPA,Bièrerie Shelton,IPA - Hazy (NEIPA),regular
Dieu du Ciel! Libre Échange,Brasserie Dieu du Ciel!,Stout - Extra / Foreign / Tropical,regular
Unibroue Éphémère Bleuet / Blueberry,Unibroue (Sleeman - Sapporo),Flavored - Fruit,special seasonal
Dunham Sirkawa Colombie ''Los Idolos'',Brasserie Dunham,Stout - Imperial Flavored / Pastry,winter seasonal
Gainsbourg Orange Tie Wrap,Gainsbourg - Bistro Brasserie,IPA - Flavored,series seasonal
Dunham Assemblage  7,Brasserie Dunham,Sour / Wild Beer,special seasonal
Les 2 Frères Hickson Porter Baltique,Brasserie Les 2 Frères,Porter - Baltic,special seasonal
RJ Brune d'Achouffe,Brasseurs RJ,Belgian Ale - Strong Dark,regular
Le Castor Farmhouse Houblon Batches 4 +,Microbrasserie Le Castor Brewing Co.,Sour / Wild Beer,regular
Le Castor Chardonnay,Microbrasserie Le Castor Brewing Co.,Sour / Wild Beer,special seasonal
Le Bilboquet L'Affriolante,Le Bilboquet - Microbrasserie / Brasserie Olten,Red Ale / International Amber Ale,regular
Le Saint-Bock Double Malédiction,Le Saint-Bock Brasserie Artisanale,Stout - Imperial Flavored / Pastry,special seasonal
Dieu du Ciel! Symbiose  6,Brasserie Dieu du Ciel!,Sour / Wild Beer - Flavored,regular
Dieu du Ciel! Tamarindo,Brasserie Dieu du Ciel!,Gose - Flavored,special seasonal
Dunham BXL FNK,Brasserie Dunham,Saison / Farmhouse - Flavored,regular
Simple Malt Vin d'Orge,Simple Malt - Brasseurs Illimités,Barley Wine / Wheat Wine / Rye Wine,regular
Boréale Blanche,Boréale - Brasseurs du Nord,Witbier / Belgian White Ale,regular
Dunham / Twin Sails Le Quench du Soif,Brasserie Dunham,IPA - Sour / Wild,special seasonal
Le Trèfle Noir Vin d'Orge - Barley Wine (Fût de Chêne),Le Trèfle Noir - Brasserie Artisanale,Barley Wine / Wheat Wine / Rye Wine,regular
Le Trou du Diable Épik ,Le Trou du Diable (Six Pints - Molson Coors),IPA - Black / Brown / Cascadian Dark,regular
De l'Île d'Orléans Joseph Bellarmin,Microbrasserie de l'Île d'Orléans (Haacht),IIPA DIPA - Imperial / Double IPA,autumn seasonal
Les Trois Mousquetaires Noire,Les Trois Mousquetaires [LTM],Schwarzbier / Black Lager,regular
Dieu du Ciel! NEIPA 20,Brasserie Dieu du Ciel!,IPA - Hazy (NEIPA),regular
Hopfenstark Berlin Alexanderplatz,Hopfenstark [Ho.st],Berliner Weisse,summer seasonal
Gainsbourg Côte Ouest IPA,Gainsbourg - Bistro Brasserie,IPA,regular
Les 2 Frères Hickson Imperiale IPA,Brasserie Les 2 Frères,IIPA DIPA - Imperial / Double IPA,regular
Unibroue 25e Blonde De l'Enfer,Unibroue (Sleeman - Sapporo),Belgian Ale - Strong Pale,regular
Benelux Chronique de Mars,Benelux - Brasserie Artisanale / Brasserie du Canal,Sour / Wild Beer,regular
Le Castor Catherine (Rye),Microbrasserie Le Castor Brewing Co.,Stout - Imperial,winter seasonal
Le Trou du Diable Amère Indienne,Le Trou du Diable (Six Pints - Molson Coors),IPA,regular
Unibroue Éphémère Poire / Pear,Unibroue (Sleeman - Sapporo),Flavored - Fruit,special seasonal
Unibroue Lune de Miel,Unibroue (Sleeman - Sapporo),Belgian Ale - Strong Pale,special seasonal
Broadway Wescott,Broadway - Microbrasserie [BW],IPA,regular
Le Naufrageur Swordfish,Microbrasserie Le Naufrageur,Belgian Ale - Pale / Golden / Single,regular
Le Saint-Bock Malédiction,Le Saint-Bock Brasserie Artisanale,Stout - Milk / Sweet,regular
Les Trois Mousquetaires Double IPA Bavaroise,Les Trois Mousquetaires [LTM],IIPA DIPA - Imperial / Double IPA,regular
Le Castor Brett Bitter,Microbrasserie Le Castor Brewing Co.,Bitter - Ordinary / Best,regular
Simple Malt Scotch Ale,Simple Malt - Brasseurs Illimités,Scotch Ale / Wee Heavy,regular
RJ Cheval Blanc Double Blanche,Brasseurs RJ,IPA - White,regular
Kruhnen King Cogne,Brasserie Kruhnen,Pale Ale - Rye,special seasonal
Pit Caribou La B Rouge,Microbrasserie Pit Caribou,Berliner Weisse - Flavored / Catharina Sour,regular
Pit Caribou / Isle de Garde BSSS Brett Session Saison De Seigle,Microbrasserie Pit Caribou,Saison / Farmhouse / Grisette,special seasonal
Dunham SuperMoine 4 Musje,Brasserie Dunham,Belgian Ale - Pale / Golden / Single,regular
Le Trou du Diable L'Impératrice,Le Trou du Diable (Six Pints - Molson Coors),Stout - Imperial,regular
Charlevoix Vache Folle Columbus Double IPA,Microbrasserie Charlevoix,IIPA DIPA - Imperial / Double IPA,special seasonal
Glutenberg American Pale Ale,Microbrasserie Glutenberg (Groupe Glutenberg),Pale Ale - American (APA),regular
Bas-Canada HYPA  6 VI,Brasserie du Bas-Canada,IPA,regular
Bas-Canada Los Tabarnacos - Mangue,Brasserie du Bas-Canada,IPA - Milkshake / Smoothie,regular
La Voie Maltée La Soutien-Gorge - IPA Impériale,La Voie Maltée - Microbrasserie du Saguenay,IIPA DIPA - Imperial / Double IPA,regular
Dieu du Ciel! Péché Mortel - Coconut,Brasserie Dieu du Ciel!,Stout - Imperial Flavored / Pastry,regular
Dieu du Ciel! Été Indien,Brasserie Dieu du Ciel!,Berliner Weisse - Flavored / Catharina Sour,autumn seasonal
À l'Abri de la Tempête Palabre de la Corne de Glace,À l'Abri de la Tempête,Scotch Ale / Wee Heavy,special seasonal
À La Fût Ruine-Papilles,À La Fût - Microbrasserie (Canada),IPA,regular
Alchimiste Bock de Joliette,Alchimiste - Microbrasserie (Vilains Brasseurs),Bock - Dunkler Bock,regular
Dieu du Ciel! Fun Fou!,Brasserie Dieu du Ciel!,IPA - Sour / Wild,regular
Dieu du Ciel! Gaélique,Brasserie Dieu du Ciel!,Cream Ale,regular
Le Grimoire La Vie de Château,Grimoire - Microbrasserie,Flavored - Other,special seasonal
Hopfenstark End of the Trail,Hopfenstark [Ho.st],Pale Ale - American (APA),regular
Brasseurs du Monde Le Seigneur Noir,Brasseurs du Monde,Stout - Imperial,regular
Maltstrom Farmhouse Blanche,Brasserie Artisanale Maltstrom,Witbier / Belgian White Ale,regular
Auval C-12 Pivo,Brasserie Auval Brewing Co.,Pilsener - Bohemian / Czech,regular
Vox Populi Vox Stout Chocolat,Microbrasserie Vox Populi (Groupe Glutenberg),Stout - Flavored / Pastry,regular
Dieu du Ciel! Rigor Mortis Blonde,Brasserie Dieu du Ciel!,Belgian Ale - Pale / Golden / Single,regular
Le Trou du Diable P'tite Buteuse,Le Trou du Diable (Six Pints - Molson Coors),Belgian Ale - Pale / Golden / Single,special seasonal
Lagabière Ta Plus Meilleure - Pêches & Fruits de la Passion,Lagabière - Brasserie Artisanale,IIPA DIPA - Imperial / Double Hazy (NEIPA),regular
Le Castor Dark Farmhouse,Microbrasserie Le Castor Brewing Co.,Saison / Farmhouse - Dark,winter seasonal
Broadway Tchucké,Broadway - Microbrasserie [BW],Tripel,regular
Archibald Ciboire,Archibald - Microbrasserie (Labatt - AB InBev),IPA,regular
Le Castor Sanctuaire Grande Réserve (Vin Rouge),Microbrasserie Le Castor Brewing Co.,Tripel,winter seasonal
Pit Caribou La Huit,Microbrasserie Pit Caribou,Porter - Imperial,regular
Bas-Canada Néron,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double IPA,regular
Dieu du Ciel! Mosaika,Brasserie Dieu du Ciel!,Pale Ale - American (APA),regular
Bas-Canada HYPA  5 V,Brasserie du Bas-Canada,IPA,regular
Charlevoix Ça Va Brasser! Première Saison 2012,Microbrasserie Charlevoix,Saison / Farmhouse / Grisette,special seasonal
À l'Abri de la Tempête Terre Ferme,À l'Abri de la Tempête,IPA,regular
Le Castor New England India Pale Ale,Microbrasserie Le Castor Brewing Co.,IPA - Hazy (NEIPA),regular
Simple Malt Série Limitée - S,Simple Malt - Brasseurs Illimités,Strong Ale - American,special seasonal
Schoune La Trip des Schoune,Ferme Brasserie Schoune,Belgian Ale - Strong Pale,regular
Brasseurs du Monde L'Interdite 60 Minutes,Brasseurs du Monde,Pale Ale - American (APA),regular
Farnham 58 South Burlington American IPA,Farnham - Ale & Lager (Canada),IPA,regular
Le Castor Vin No. 1 (Rhum),Microbrasserie Le Castor Brewing Co.,Barley Wine / Wheat Wine / Rye Wine,winter seasonal
Simple Malt Doble Mango,Simple Malt - Brasseurs Illimités,IIPA DIPA - Imperial / Double IPA,regular
Lagabière Ta Meilleure - Citra & El Dorado,Lagabière - Brasserie Artisanale,IPA - Hazy (NEIPA),regular
Bas-Canada HYPA  4 IV,Brasserie du Bas-Canada,IPA,regular
Dieu du Ciel! Facteur Cosmique,Brasserie Dieu du Ciel!,Belgian Ale - Strong Dark,regular
Dunham Oro Zuur - Amarillo,Brasserie Dunham,Sour / Wild Beer,regular
Le Naufrageur Raccoon,Microbrasserie Le Naufrageur,IPA - Black / Brown / Cascadian Dark,regular
Boréale Double Blanche du Lac,Boréale - Brasseurs du Nord,Witbier / Belgian White Ale,regular
Bedondaine et Bedons Ronds Reyne Descosse,Bedondaine et Bedons Ronds - Brasseur Artisan,Scotch Ale / Wee Heavy,regular
Bas-Canada Caligula ,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double IPA,regular
Boréale Cuivrée,Boréale - Brasseurs du Nord,Red Ale / International Amber Ale,regular
Brouhaha Special B,Broue Pub Brouhaha (Coop MaBrasserie),Quadrupel / Abt,regular
Unibroue Ce N'est Pas la Fin du Monde,Unibroue (Sleeman - Sapporo),IPA - Belgian / Saison,regular
Le Castor Catherine (Rhum),Microbrasserie Le Castor Brewing Co.,Stout - Imperial,autumn seasonal
Dieu du Ciel! Péché Mortel - Mexicain,Brasserie Dieu du Ciel!,Stout - Imperial Flavored / Pastry,regular
Dieu du Ciel! Rigor Mortis Abt (Brandy),Brasserie Dieu du Ciel!,Quadrupel / Abt,regular
Dieu du Ciel! Péché Mortel - Jameson,Brasserie Dieu du Ciel!,Stout - Imperial Flavored / Pastry,regular
Du Lac Saint-Jean Houblon Libre,Microbrasserie Du Lac Saint-Jean,IPA - Black / Brown / Cascadian Dark,regular
Dieu du Ciel! Péché Mortel - Cerise,Brasserie Dieu du Ciel!,Stout - Imperial Flavored / Pastry,regular
Hopfenstark 7 Sisters: Maïa,Hopfenstark [Ho.st],Belgian Ale - Strong Pale,special seasonal
Hopfenstark Blanche de l'Ermitage,Hopfenstark [Ho.st],Witbier / Belgian White Ale,regular
Le Castor / Dunham Chevaliers du Funk: Collabo 1,Microbrasserie Le Castor Brewing Co.,Sour / Wild Beer,special seasonal
Du Lac Saint-Jean Gros Mollet,Microbrasserie Du Lac Saint-Jean,Belgian Ale - Strong Dark,regular
Pit Caribou / Broadway Imperial Black Berliner Weisse,Microbrasserie Pit Caribou,Sour / Wild Beer - Dark,regular
Dunham / Jester King Amicis Magicus,Brasserie Dunham,Flavored - Other,special seasonal
Le Bilboquet Colonel Cornwallis,Le Bilboquet - Microbrasserie / Brasserie Olten,IPA,regular
Farnham 128 Double IPA,Farnham - Ale & Lager (Canada),IIPA DIPA - Imperial / Double IPA,regular
Boréale Monark Imperial IPA,Boréale - Brasseurs du Nord,IIPA DIPA - Imperial / Double IPA,regular
Dunham Assemblage  3,Brasserie Dunham,Sour / Wild Beer - Flavored,special seasonal
Dunham / Cambridge Ping Pong Wizard,Brasserie Dunham,Saison / Farmhouse / Grisette,regular
Avant-Garde Nocturne Coco,Avant-Garde - Artisans Brasseurs (Avant-Garde),Porter - Imperial,regular
Du Lac Saint-Jean / Brussels Beer Project Brusseleir de Saint-Jean,Microbrasserie Du Lac Saint-Jean,Porter - Imperial Flavored,regular
L'Amère à Boire Drak,Brasserie Artisanale L'Amère à Boire,Amber Lager - Czech / Polotmavý,regular
Belle Gueule Rousse,Brasseurs RJ,Amber Lager - International / Vienna,regular
Dieu du Ciel! Péché Moka,Brasserie Dieu du Ciel!,Stout - Imperial Flavored / Pastry,regular
Le Cheval Blanc Double Bonheur,Le Cheval Blanc - Brasseur Artisan & Bar,IIPA DIPA - Imperial / Double IPA,special seasonal
St-Ambroise Érable / Maple Ale,Brasserie McAuslan (Brasseurs RJ),Red Ale / International Amber Ale,spring seasonal
Dunham Cyclope - Galaxy / Ella,Brasserie Dunham,IPA - Hazy (NEIPA),regular
Farnham 35 Bitter,Farnham - Ale & Lager (Canada),Bitter - Ordinary / Best,regular
L'Amère à Boire Hefeweizen Naturtrub,Brasserie Artisanale L'Amère à Boire,Weissbier - Hefeweizen,regular
Archibald Chipie,Archibald - Microbrasserie (Labatt - AB InBev),Red Ale / International Amber Ale,regular
À l'Abri de la Tempête Belle Saison,À l'Abri de la Tempête,Flavored - Other,regular
Schoune Blonde à l'Érable,Ferme Brasserie Schoune,Flavored - Other,spring seasonal
Benelux Armada,Benelux - Brasserie Artisanale / Brasserie du Canal,Brown Ale,regular
Les Trois Mousquetaires Rousse,Les Trois Mousquetaires [LTM],Amber Lager - International / Vienna,regular
Dunham Vin d'Orge Noir ,Brasserie Dunham,Barley Wine / Wheat Wine / Rye Wine,special seasonal
Frampton Brasse Stout Impérial Russe,Frampton Brasse - Ferme Brassicole,Stout - Imperial,regular
Dunham Assemblage  5,Brasserie Dunham,Sour / Wild Beer - Flavored,special seasonal
St-Ambroise Session IPA,Brasserie McAuslan (Brasseurs RJ),ISA - Session IPA,regular
Brasseurs du Monde L'Assoiffé 8,Brasseurs du Monde,Dubbel,regular
Jukebox Double Distorsion,Bières Jukebox (Avant-Garde),IIPA DIPA - Imperial / Double IPA,regular
Dieu du Ciel! Péché Mortel - Islay,Brasserie Dieu du Ciel!,Stout - Imperial Flavored / Pastry,special seasonal
Les Trois Mousquetaires Sour Citra,Les Trois Mousquetaires [LTM],Sour / Wild Beer,regular
Dieu du Ciel! Péché Mortel - Dry,Brasserie Dieu du Ciel!,Stout - Imperial Flavored / Pastry,special seasonal
Bas-Canada HYPA  2 II,Brasserie du Bas-Canada,IPA - Hazy (NEIPA),regular
Archibald Joufflue,Archibald - Microbrasserie (Labatt - AB InBev),Witbier / Belgian White Ale,regular
Brasseurs Illimités Peluso 30 XXX Trente,Simple Malt - Brasseurs Illimités,Stout - Imperial,special seasonal
Dunham Pils,Brasserie Dunham,Pilsener - Bohemian / Czech,regular
Le Grimoire La Noirceur,Grimoire - Microbrasserie,Stout,regular
Archibald Nuit Blanche,Archibald - Microbrasserie (Labatt - AB InBev),IPA - White,regular
Le Trou du Diable Punkrauch (Bourbon),Le Trou du Diable (Six Pints - Molson Coors),Smoked - Rauchbier,regular
Dunham Saison Rouge Sauvage,Brasserie Dunham,Saison / Farmhouse / Grisette,special seasonal
Bas-Canada Guerre et Paix,Brasserie du Bas-Canada,Stout - Imperial,regular
Brasseurs du Monde Solera,Brasseurs du Monde,Saison / Farmhouse / Grisette,regular
Simple Malt Imperial Stout Réserve,Simple Malt - Brasseurs Illimités,Stout - Imperial,special seasonal
Dieu du Ciel! Péché Houblon,Brasserie Dieu du Ciel!,Stout - Imperial Flavored / Pastry,special seasonal
Dieu du Ciel! Genèse (Sauvignon),Brasserie Dieu du Ciel!,Tripel,special seasonal
Dunham Saison Rustique Lochristi,Brasserie Dunham,Saison / Farmhouse / Grisette,series seasonal
Le Trèfle Noir Hoppercut,Le Trèfle Noir - Brasserie Artisanale,IIPA DIPA - Imperial / Double IPA,regular
Le Trou du Diable Époque Opaque,Le Trou du Diable (Six Pints - Molson Coors),IPA - Black / Brown / Cascadian Dark,regular
Le Trou du Diable Oude Blanche,Le Trou du Diable (Six Pints - Molson Coors),Sour / Wild Beer,special seasonal
Auval Gougou Abricot,Brasserie Auval Brewing Co.,Sour / Wild Beer - Flavored,regular
Brasseurs du Monde Le Trinqueur,Brasseurs du Monde,Scotch Ale / Wee Heavy,regular
Le Trèfle Noir Foublonne,Le Trèfle Noir - Brasserie Artisanale,IPA,regular
Bas-Canada Tiberius ,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double IPA,regular
Le Bilboquet La Charleston,Le Bilboquet - Microbrasserie / Brasserie Olten,ISA - Session IPA,regular
Dieu du Ciel! Corpus Christi,Brasserie Dieu du Ciel!,Pale Ale - American (APA),special seasonal
Matera S'toutünstout (Bourbon),Matera - Brasseurs Tonneliers,Stout - Imperial Flavored / Pastry,regular
Le Bilboquet Peau d'Ours,Le Bilboquet - Microbrasserie / Brasserie Olten,Pale Ale - American (APA),regular
Belle Gueule Pilsner,Brasseurs RJ,Pilsener / Pils / Pilsner,regular
Hopfenstark Faust Triple,Hopfenstark [Ho.st],Tripel,special seasonal
Les Trois Mousquetaires IPA Bavaroise,Les Trois Mousquetaires [LTM],IPA,special seasonal
Charlevoix Vache Folle ? Double IPA,Microbrasserie Charlevoix,IIPA DIPA - Imperial / Double IPA,special seasonal
Dieu du Ciel! Mea Culpa,Brasserie Dieu du Ciel!,IPA,regular
Bas-Canada #GatineauIsTrending,Brasserie du Bas-Canada,IIPA DIPA - Imperial / Double IPA,regular
Kruhnen DTPA Draconic Transylvanian Pale Ale,Brasserie Kruhnen,IIPA DIPA - Imperial / Double IPA,regular
Le Saint-Bock Calice,Le Saint-Bock Brasserie Artisanale,IPA,regular
Le Naufrageur Corte-Real,Microbrasserie Le Naufrageur,Pale Ale - American (APA),regular
Le Trou du Diable Capitaine Simcoe,Le Trou du Diable (Six Pints - Molson Coors),Sour / Wild Beer,regular
Belgh Brasse Mons Abbey Blonde,Belgh Brasse (Groupe Geloso),Belgian Ale - Pale / Golden / Single,regular
Gainsbourg Road Trip Double IPA,Gainsbourg - Bistro Brasserie,IIPA DIPA - Imperial / Double IPA,regular
Dunham Assemblage  4,Brasserie Dunham,Sour / Wild Beer,special seasonal
Brasseurs du Monde Farmhouse Pale Ale,Brasseurs du Monde,Saison / Farmhouse / Grisette,regular
L'Amère à Boire Montréal Hell,Brasserie Artisanale L'Amère à Boire,Helles / Dortmunder Export,regular
À l'Abri de la Tempête Écume,À l'Abri de la Tempête,Pilsener / Pils / Pilsner,regular
Bas-Canada Double Los Tabarnacos - Mangue,Brasserie du Bas-Canada,IPA - Milkshake / Smoothie,regular
Boréale Motel Coconut,Boréale - Brasseurs du Nord,Pale Ale - Flavored,regular
